pointlayername,header,topic,map,country,title,story,lat,lon,locationname
PEPFAR_Key,,Saving Lives,Health Issues->HIV/AIDS PEPFAR,Thailand,Home-Based Care Group Provides Hope,"When Jack* was first referred to a home-based care group supported by the U.S. President's Emergency Plan for AIDS Relief (PEPFAR) in Bangkok, Thailand, he had almost given up on life. HIV-positive from former drug use, he was temporarily disabled by tuberculosis and an opportunistic infection that was killing his will to live. Outreach workers refused to allow Jack to give up. HIV-positive themselves, they understood that HIV/AIDS need not be a death sentence and convinced him to seek and receive appropriate care and treatment. Inspired by the group's perseverance, Jack  started antiretroviral treatment (ART) and within half a year later, his health and lifestyle have improved to the point that he has become a volunteer for the group and has begun disclosing his status to others. 
 *Name changed",15.870032,100.992541,
PEPFAR_Key,,Saving Lives,Health Issues->HIV/AIDS PEPFAR,Ethiopia,U.S. Donates Equipment and Vehicles for Distribution of Medical Supplies,"In Ethiopia, the U.S. Government donated $1.7 million in equipment and vehicles to the Federal Ministry of Healthﾒs Pharmaceutical Fund and Supply Agency (PFSA). This plan helps strengthen public sector capacity to safely and efficiently distribute products for Ethiopian health care programs, including HIV/AIDS. The donation consists of four forty-ton trucks, five motorbikes, four mobile cold rooms, and a ten-module flat pack office set.  PFSA will use the trucks and motorbikes to collect data and transport drugs and commodities to central and regional warehouses, ensuring an uninterrupted supply of HIV/AIDS, malaria, tuberculosis, reproductive health, and other essential medical commodities. The conveyors, cold rooms, storage racks and other warehousing equipment will greatly increase the operational capacity of the warehouses, the quality of cold chain products storage and the efficiency of the PFSA throughout the country.",9.145,40.489673,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Vietnam,Van Ngoc Ta,"Van Ngoc Ta is the Chief Lawyer at Blue Dragon, a Vietnamese NGO that has been involved in helping children and young adults secure their freedom from human trafficking since 2005. To date, Mr. Van has personally assisted over 300 trafficking victims of forced labor in Vietnam and sex trafficking in China. His approach involves undercover operations to locate victims, and his team works with Vietnamese authorities to arrange and conduct a plan to facilitate victimsﾒ release. Mr. Vanﾒs tireless efforts have earned him the trust of police and government officials, who often invite him to assist them in their anti-trafficking efforts. In addition to direct services, Mr. Van has had a great impact on communities in Vietnam where he conducts awareness campaigns and meets with leaders and families to educate them on prevention.",14.058324,108.277199,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Trinidad and Tobago,Charmaine Gandhi-Andrews,"As the first-ever Director of the Government of Trinidad and Tobagoﾒs Counter-Trafficking Unit at the Ministry of National Security, Charmaine Gandhi-Andrews fundamentally changed the way the government responds to the problem of human trafficking. Ms. Gandhi-Andrews was for several years a leading and outspoken advocate for trafficking in persons legislation, which the government ultimately implemented in January 2013. Largely due to her tireless efforts, Trinidad and Tobago has an infrastructure in place to recognize, identify, and support victims. In her first year she led over 20 investigations into suspected trafficking cases, resulting in charges filed against 12 alleged traffickersﾗincluding government officialsﾗand uncovered a dangerous network of criminal gangs facilitating human trafficking in the Caribbean region.",10.691803,-61.222503,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Romania,Monica Boseff,"Monica Boseff is the executive director of the Open Door Foundation (Usa Deschisa) and driving force behind an emergency aftercare shelter specifically designed for female victims of human trafficking in Bucharest, Romania. In a country where government funding for survivor aftercare is limited, opening a shelter is a monumental undertaking. Ms. Boseff launched the emergency shelter, Open Door, in April 2013. The shelter provides residents with medical, psychological, and social support, helping them heal physically, mentally, and emotionally. As part of the recovery process, Ms. Boseff also designed and implemented a job skills training component to the program in coordination with the Starbucks Corporation, who agreed to hire Open Door graduates. Whether in her capacity as the shelter supervisor, or working relentlessly to identify and secure new financial and in-kind assistance to keep the shelter open and running, Ms. Boseff is a tireless advocate for increasing resources to combat trafficking and assist survivors.",45.943161,24.96676,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Peru,Jhinna Pinchi,"Survivor Jhinna Pinchi was the first trafficking victim in Peru to face her traffickers in court. Since her escape in 2009, she has taken extraordinary risks. She has faced threats of death and violence, surmounted repeated social and legal obstacles, and challenged the status quo. In 2007, Ms. Pinchi was trafficked from her home in the Peruvian Amazon and exploited in the commercial sex trade at a strip club in northern Peru. For over two years, she was drugged, attacked, and exploited. Finally, she escaped and began her long struggle for justice. Ms. Pinchi encountered countless hurdles in bringing her traffickers to court, including the suspicious deaths of two key witnesses. Four years later, in December 2013, a Peruvian court convicted three of her abusers for trafficking in persons, and sentenced two of them to 15 and 12 yearsﾒ imprisonment, respectively. Ms. Pinchi has become a sought-after speaker and advocate, and her remarkable story has been developed into a documentary to raise awareness about human trafficking.",-9.189967,-75.015152,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Nigeria,Beatrice Jedy-Agba,"Beatrice Jedy-Agba was appointed Executive Secretary of Nigeriaﾒs National Agency for the Prohibition of Trafficking in Persons and other Related Matters (NAPTIP) in 2011. NAPTIP is responsible for enhancing the effectiveness of law enforcement, preventing root causes, and providing victim protection. Under her leadership, NAPTIP has become a model throughout Africa for coordination of government anti-trafficking efforts. Her work has resulted in the incorporation of human trafficking issues into national development discourse and planning. She has improved NAPTIPﾒs relationships with critical partners in Nigeriaﾒs anti-trafficking response, such as local and international NGOs and foreign governments. Not focused solely on the South/North trafficking routes, she has made significant efforts to return and reintegrate Nigerian survivors of human trafficking from several West African countries, and has led collaboration to address the trade in the region.",9.081999,8.675277,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Nepal,Girls-at-Risk to Girls Empowered,"In the impoverished fishing village of Anse-La-Raye, the Girl Guides of Saint Lucia, with the support of a PEPFAR small grant, launched the Prevention and Healthy Lifestyles Training Program. Run by a Peace Corps volunteer and a Saint Lucian native, this training aimed to empower Girl Guides to reduce their vulnerability to HIV/AIDS in order to lead healthy, productive lives. The program also provided skill-building sessions to groups that wished to further the design and management of community HIV prevention projects. Along with hosting these sessions, Anse-La-Raye Girls Guides created HIV ""fact books"" to document information, reflections, and lessons learned since the implementation of the Lifestyles program. Additionally, they made and posted HIV education and healthy lifestyles posters around the island on World AIDS Day, and hosted teach-ins for their mothers, aunts and grandmothers.",28.394857,84.124008,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Uzbekistan,Tek Narayan Kunwar,"Tek Narayan Kunwar, Lalitpur District Judge, has been at the forefront of efforts in Nepal to counter human trafficking by fully implementing the Human Trafficking and Transportation Control Act, while championing the rights of victims. Judge Kunwarﾒs victim-centered approach has provided a much needed ray of hope in the ongoing legal struggle against trafficking. During his previous tenure in District Court Makwanpur, he pioneered a ﾓFast Track Court Systemﾔ to decrease the length of time survivors must wait to appear. Judge Kunwar also takes a victim-centered approach to sentencing. In May 2013, recognizing the need for immediate compensation, he took the unprecedented step of ordering the government of Nepal to pay the equivalent of approximately $3,000 to a trafficking survivor. He also established new jurisprudence to impose appropriately severe penalties for this egregious crime. He has published extensively on human rights and international law, judicial independence, and gender equality and law.",41.377491,64.585262,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,"Congo, Democratic Republic of the",Gilbert Munda,"Gilbert Munda is the coordinator of the Action Center for Youth and Vulnerable Children (CAJED), and as a former orphan himself and father of 12 children, Mr. Mundaﾒs tremendous compassion drives his effective leadership. CAJED is an NGO created in 1992 in the Democratic Republic of Congo to provide temporary care and full support for vulnerable children, specifically those formerly associated with armed groups, before reunifying them with their families. Under Mr. Mundaﾒs leadership, CAJED has been a UNICEF partner since 2004, and operates a shelter, which provides children with psychosocial support, recreation activities, non-formal education, and family reunification assistance. CAJED has assisted over 9,000 children who have been demobilized from armed groups.",-4.038333,21.758664,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,India,Bhanuja Sharan Lal,"As director of the Manav Sansadhan Evam Mahila Vikas Sansthan (MSEMVS), Bhanuja Sharan Lal has enabled communities to progressively dismantle entrenched systems of modern slavery at brick kilns, farms, and quarries. They have transformed hundreds of communities into no-go zones for traffickers, making modern slavery virtually nonexistent in more than 130 villages. MSEMVS assists in freeing approximately 65 men, women, and children every month, and provides survivors with follow-up reintegration support. MSEMVS has also launched and manages a shelter that provides rights-based assistance and recovery to sex trafficking survivors. Additionally, Mr. Lal has focused intensely on eradicating child labor. Currently, 14 village-based schools enable more than 500 child trafficking survivors to catch up on their education, so they can successfully enter public schools within three years.",20.593684,78.96288,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Republic of Korea,Myeongjin Ko,"Myeongjin Ko is a tireless activist who directs the Dasihamkke Center for sex trafficking victims in South Korea. The Center conducts outreach and counseling for victims of sex trafficking, and assists them with legal and medical services. In response to the increasing number of runaway teenagers falling into prostitution and sex trafficking, Ms. Ko established a special division at the Center that offers services for juvenile victims 24 hours a day, 365 days a year. Since its establishment in 2013, the juvenile care division has provided counseling for approximately 10,000 individual cases in person, over the phone, and online.",35.907757,127.766922,
TIPS_2013_Key,,Respecting Rights,Human Trafficking,Lebanon,Elisabeth Sioufi,"Elisabeth Sioufi, director of the Beirut Bar Associationﾒs Institute for Human Rights, relentlessly advocates for and raises awareness about victims of human trafficking. She was a key leader in advocating the passage of Lebanonﾒs first anti-trafficking law in 2012, and she continues to make trafficking a top priority for the Lebanese government. Ms. Sioufi is an active member of various national steering committees working to protect local and foreign domestic workers, combat human trafficking, prevent torture, and promote child protection. Ms. Sioufi played an instrumental role in drafting the National Strategy to Combat Trafficking in Persons in Lebanon and the National Action Plan for Combating Trafficking in Persons, both of which were finalized in 2013 and await cabinet approval.",33.854721,35.862285,
MalariaElim_2012_Key,,Saving Lives,Health Issues->Malaria,Burma,Mobile Malaria Team Saves Lives in Burma,"When Me Phyo developed a fever and stopped eating, her farm worker parents could not pay to transport to a health center. When they heard that a mobile malaria team from the Presidentﾒs Malaria Initiative (PMI), a doctor, health assistant, and laboratory technician had set up their service in Pan Pone Chaung, the family carried their daughter to the local school there.  Tests showed she had malaria and she immediately  received the first dose of combination therapy. Three days later, Me Phyo was feeling much better, but continued taking her medicines with the support of her family as the doctor stressed the importance of finishing the entire course of therapy to avoid relapses and the emergence of drug-resistant malaria. Her parents and neighbors are grateful that the mobile team stopped by at just the right time.",21.913965,95.956223,
MalariaElim_2012_Key,,Saving Lives,Health Issues->Malaria,Ethiopia,Combatting the Dangers of Counterfeit Antimalarial Drugs,"With one in five anti-malarial drugs on the market classified as counterfeit in sub-Saharan countries (according to a 2012 study), keeping those drugs out of markets and ensuring the health and safety of those in need of these drugs is essential. In Ethiopia, the Presidentﾒs Malaria Initiative working with Ethiopiaﾒs Food, Medicine, and Healthcare Administration (FMHACA) brought together the Ministry of Health, the Ministry of Customs and Revenue, regional regulatory offices, law enforcement, and community members to take more effective action against counterfeit drugs in the country. FMHACA has partnered with the United State Pharmacopeia (USP) to monitor the quality of the countryﾒs anti-malarial drugs on the market since 2012. At the meeting, participants agreed to continue the monitoring efforts, use media to raise awareness of counterfeit drugs, and increase collaboration with neighboring countries, such as Kenya. There has already been action taken to achieve these objectives, such as mobile vans delivering the message to the public along the Ethiopian-Kenyan border.",9.145,40.489673,
MalariaElim_2012_Key,,Saving Lives,Health Issues->Malaria,Mali,Breaking the Mold to Better Lives,"In Mali, a conflict-ridden country where nearly half the population lives below the poverty line, Maimouna Sanogo is making a difference. In her country, only 37% of women participate in the labor force, but Maimouna is going against the grain with her leadership role as a supervisor for the Africa Indoor Residual Spraying (AIRS) project. She is one of only two women supervisors out of a total of 68. During her time leading her team of 24 in the Garna Health Area, Maimouna and her staff were able to spray every single eligible structure in the area, protecting more than 9,300 people from malaria including approximately 650 pregnant women and 1,500 children under the age of 5. Across the country of Mali, AIRS protected more than 850,000 people from malaria.",17.570692,-3.996166,
MalariaElim_2012_Key,,Saving Lives,Health Issues->Malaria,Angola,"Insecticide-treated bed nets and indoor residual spraying are common malaria prevention techniques. But how do we know theyﾒre working? Does the insecticide in bed nets and sprayed on walls really kill mosquitoes that transmit malaria? How long does insecticide last? To answer these questions entomologists need a laboratory to see how the treatment works on the intended patients ﾖ the mosquitos themselves.  In 2013  funding from the Presidentﾒs Malaria Initiative opened the doors of Angolaﾒs first insectary in an 8x40 foot shipping container. The ﾓinsectary-in-a-box,ﾔ creating a functioning lab with temperature contols for breeding rooms was an innovation: inexpensive and able to be built in just one month. With supplemental job training programs, Angola hopes this research lab will help to reduce malaria deaths in the country, currently accounting for an estimated 35% of deaths in children under the age of 5.","Insecticide-treated bed nets and indoor residual spraying are common malaria prevention techniques. But how do we know theyﾒre working? Does the insecticide in bed nets and sprayed on walls really kill mosquitoes that transmit malaria? How long does insecticide last? To answer these questions entomologists need a laboratory to see how the treatment works on the intended patients ﾖ the mosquitos themselves.  In 2013  funding from the Presidentﾒs Malaria Initiative opened the doors of Angolaﾒs first insectary in an 8x40 foot shipping container. The ﾓinsectary-in-a-box,ﾔ creating a functioning lab with temperature contols for breeding rooms was an innovation: inexpensive and able to be built in just one month. With supplemental job training programs, Angola hopes this research lab will help to reduce malaria deaths in the country, currently accounting for an estimated 35% of deaths in children under the age of 5.",-11.202692,17.873887,
MalariaElim_2012_Key,,Saving Lives,Health Issues->Malaria,Colombia,Self-Taught to Better Care,"In the Department of Choc�, which has Colombia�s second-highest malaria burden, a widely dispersed population in a difficult geographical area and frequent law enforcement issues has made malaria control particularly difficult.  A study conducted in Choc� in 2012 revealed the absence of procedures and mechanisms for ensuring adequate anti-malarial supply management at the primary level of care. In 81% of the health posts visited, staff lacked the knowledge to properly estimate how much of anti-malarial medicines were needed to maintain adequate stock on hand.   Distribution of self-teaching guide, �What I Need to Know about Antimalarial Supply Management at the Primary Care Level,� drawn from materials provided by USAID�s Amazon Malaria Initiative, showed an immediate increase in nearly all aspects of supply management knowledge, including an increase in the availability of antimalarial drugs from 55.5% to 100% in just 3 months.",4.570868,-74.297333,
TBDrugResistance-2012_Key,,Saving Lives,Health Issues->Tuberculosis,Brazil,Starting Local in Brazil,"In an effort to increase access to health services and TB treatment to the urban poor of Latin America, USAID partnered with the Pan American Health Organization (PAHO) to address TB in urban centers. Focusing on municipalities with a high burden of TB, the project works with city governments and local health authorities to identify vulnerable populations living in their jurisdictions, address barriers that impede these individuals from accessing health services, and develop strategies to improve TB diagnosis and treatment among these populations. This USAID-supported project has already seen tremendous success in Brazil. At the local government level, analyses were completed to find ways to incorporate TB activities and funding in strategic plans at the national and local levels. The modest investment by USAID has led to increased collaboration and partnership with civil society groups and an informed local government with a strong commitment for TB control. Given this initial success in Guarulhos, they have expanded this approach to 12 other cities with their domestic funding of approximately US$6.8 million to improve access to TB diagnosis and treatment for the urban poor.",-14.235004,-51.92528,
TBDrugResistance-2012_Key,,Saving Lives,Health Issues->Tuberculosis,Uganda,Major Improvements in Infection Control,"In Uganda, national TB infection control guidelines were developed and disseminated with the assistance of PEPFAR partners. Health care workers in 12 Tuberculosis Control Assistance Program (TBCAP)-supported districts were trained to conduct facility risk assessments, develop individualized TB infection control (TB-IC) plans, and implement TB-IC. PEPFAR supported interventions including reorganization of patient flow within facilities, patient triage, and employing cough etiquette to minimize nosocomial transmission. After one year, a review of TB-IC measures in place in 105 health care facilities in the 12 districts showed significant progress with 70% of facilities having TB-IC plans, 95% having a TB-IC officer in place, and 85% were separating coughers. Additionally, 81% were conducting health education on cough etiquette, and 90% were using the intensified case finding tools for TB assessment of PLHIV.",1.373333,32.290275,
TBDrugResistance-2012_Key,,Saving Lives,Health Issues->Tuberculosis,South Africa,Hundreds of Participants Learn about Infection Control,"In South Africa, TB Infection Control (IC) seminars for health care workers have continued to draw hundreds of participants to learn practical and effective ways to implement infection control practices at facility-level. The new cadre of mid-level practitioners, called Clinical Associates, has participated in the seminars. In 2010 and 2011, PEPFAR and the University of Pretoria hosted trainings of clinicians on updated diagnosis, treatment and care of TB, MDR-TB and XDR-TB. These trainings also highlighted TB IC. An electronic hospital risk infection control assessment tool was developed and implemented in hospitals in two provinces, and it will be rolled out to all other provinces. Minimum standards for the implementation of UVGI lights, including sustainability plans, were developed and distributed.",-30.559482,22.937506,
TBDrugResistance-2012_Key,,Saving Lives,Health Issues->Tuberculosis,Kyrgyz Republic,Guidelines Reduce Infection,"In the Kyrgyz Republic, weak infection control in TB facilities posed a major problem in preventing transmission of TB. USAID technical assistance developed new National TB Infection Control Guidelines and pilot-tested them at seven hospitals providing TB treatment services. As a result of these interventions, both the NTP and program partners observed significant improvements in infection control at all seven facilities. Activities undertaken by the hospitals in support of infection control have included timely diagnosis of TB, proper separation of drug-resistant and susceptible TB patients, installation of secure sputum collection rooms, and improved individual protection practices for patients and health workers. All pilot facilities in the Kyrgyz Republic are now equipped to measure the effectiveness of their infection control practices and to ensure that new standards are being met.",41.20438,74.766098,
TBDrugResistance-2012_Key,,Saving Lives,Health Issues->Tuberculosis,Bangladesh,Two Problems Lead to Joint Solution,"Bangladesh is a TB endemic country with approximately 337,000 new TB cases and 64,000 TB-related deaths annually. Diabetes is also a big threat for Bangladesh, with an estimated 8.4 million people between the ages of 20ﾖ79 living with diabetes. USAID is helping to initiate a partnership with the Diabetic Association of Bangladesh (DAB) to reach large numbers of diabetes patients with TB services. Presently in Bangladesh, opportunities for detection of TB cases among diabetes patients are few. The majority of people with diabetes and TB remain undiagnosed or are diagnosed too late. The partnership will address this critical service delivery gap, contribute to early detection of TB, and improve care and control of both diseases. USAID is also helping provide technical assistance through training doctors and nurses to develop capacity for TB screening and management of co-morbidities, strengthening quality and capacity for diagnosis and improving infection control",23.684994,90.356331,
Polio-2014_Key,,Saving Lives,Health Issues->Polio,Egypt,Prevention Necessary Even After Eradication,"14.3 million Egyptian children under the age of five were vaccinated against polio in just one week in April 2014 during the Ministry of Health and Populationﾒs national polio immunization campaign. The last case of polio in Egypt was in May 2004 and it was declared a polio-free country in 2006.  However, the total number of cases globally has increased in recent years and 75% of reported cases are in the eastern Mediterranean region. While routine immunization remains a national priority in Egypt, national immunization campaigns provide additional protection for children and help prevent polio from returning to Egypt. 
 
USAID contributed to the overall goal of sustaining Egyptﾒs polio-free status by supporting the logistics and operations of the campaign.",26.820553,30.802498,
Polio-2014_Key,,Saving Lives,Health Issues->Polio,Tajikistan,Importing Poliovirus Leads to Outbreak,"In 2010, Tajikistan experienced its first importation of wild poliovirus into the country in 12 years and the first case in the WHO European Region since it was certified as polio free in 2002. As of June 9, 2010, there were 183 confirmed cases of polio, including 3 deaths, in Tajikistan ﾖ out of 288 total polio cases confirmed worldwide(compared to 1604 for the same time period in 2009). For each confirmed case, there are hundreds of silent infections. USAID worked closely with the United Nations (UN) and other countries to address this outbreak. Tajik authorities conducted several rounds of vaccination for children ages 6 to 15 during the outbreak. The global polio eradication effort was critical during this time.  Since the launch of the Global Polio Eradication Initiative (GPEI) in 1988, the global number of polio cases has reduced by over 99 percent.",38.861034,71.276093,
Polio-2014_Key,,Saving Lives,Health Issues->Polio,South Sudan,ﾓJust Two Dropsﾔ,"USAID, the United Nations, the Government of Southern Sudan (GOSS), and other international partners launched a polio immunization campaign in 2011 in southern Sudan, where the crippling disease re-emerged in 2008. ﾓDue to the efforts of the GOSS, development partners, and people of southern Sudan, the outbreak that re-emerged in South Sudan in 2008 has been halted,ﾔ USAID/Sudan Mission Director William Hammink explained. Mothers attending the campaign events were invited to have their young children vaccinated with ﾑjust two dropsﾒ of the polio-preventing vaccine. USAID assisted with the previous polio immunization campaign in November 2010, which reached more than 3 million children under age 5 in southern Sudan with the vaccine, achieving polio immunization coverage of 99 percent.",7.963092,30.15893,
Polio-2014_Key,,Saving Lives,Health Issues->Polio,Afghanistan,Afghan Government Working Around Conflict to Combat Polio,"Afghanistan is one of three countries to still experience active transmission of the polio virus.  Although polio cases have decreased since 2001, the deteriorating security situation in Afghanistan, combined with frequent population movement between polio-endemic areas in Afghanistan and Pakistan, has contributed to a rise in infection (80 confirmed cases in 2011 and 31 cases in 2012).  To improve eradication efforts, the Afghan Ministry of Public Health (MoPH) developed a National Emergency Action Plan (NEAP) for polio eradication, which addresses five pillars: advocacy, management/accountability, access, creating demand, and routine immunization.  Polio eradication efforts in Afghanistan are led by the MoPH, with support from several international partners, including USAID. The MoPH, with support from international partners, has achieved adequate immunity levels in most parts of Afghanistan, with 84 percent of Afghans living in areas free of circulating polio virus. They have also conducted four comprehensive national immunization days per year.  In addition, the MoPH maintains 11 year-round immunization posts on the Pakistan/Afghanistan border to vaccinate at-risk children.",33.93911,67.709953,
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,India,Greening in a Historic Building in Hyderabad,"Consulate General Hyderabad has developed a sustainability program to highlight the Greening Diplomacy Initiative and to contribute by example to the environmental sustainability of host nation India. Significant strides in water and energy conservation at the 128-year-old facility have been made to use a rainwater-filled well and copost of green waste to irrigate and feed gardens.  Drop ceilings have made air conditioning more efficient and raised thermostat settings, and pre-programed our Building Automation System have reduced energy use by 200KwH per day.",17.385044,78.486671,"Hyderabad, India"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Nicaragua,Using Innovative Financing Mechanisms to Green the Embassy,"Embassy Managua piloted an innovative green financing mechanism overseas -- the Energy Savings Performance Contract (ESPC) -- which leverages private financing to complete energy efficiency and renewable energy projects.  Lockheed Martin installed a nearly one megawatt solar array on a parking canopy and unused ground area within the compound, which power nearly 40% of the Embassy's energy needs.  Replacing over 2000 light fixtures with highly efficient, long-lasting LED fixtures, further reducedng the Embassy's energy needs and maintenance costs. The Embassy has also conducted community outreach and educational programs, developed a recycling program, and reduced water consumption.",12.136389,-86.251389,"Managua, Nicaragua"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Japan,Embassy Tokyo Gets Even Greener,"Our U.S. Mission Japan partnered with Friendship Blossoms-Dogwood Tree Initiative to plant over 503 dogwood trees. The dogwood initiative commemorates the centennial anniversary of Japanﾒs gift of 3,000 cherry trees to Washington, DC. By the end of 2015, Mission Japan will have planted over 3,000 dogwood treesﾗa diplomatic action symbolizing continued environmental partnerships. On International Coastal Clean-Up Day, the Green Team partnered with local NGO Japan Environmental Action Network to collect, recycle, and dispose of beach garbage on Kugenuma Beach Kanagawa Prefecture. Our embassy reached out to artist Hiroki Maeno to create treasure from trash. The final creation of the marine debris cleanup was an ocean-side sculpture.",35.689487,139.691706,"Tokyo, Japan"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Iraq,Using a Biodigester to Generate Energy from Garbage,"Embassy Baghdad hosted Dr. Taha Culhane, who taught the embassy and community organizations how to build biodigesters that turn waste into energy.  Using waste as an energy stream helps reduce our environmental footprint and reduces our carbon footprint by displacing the use of fossil fuels.",33.325,44.422,"Baghdad, Iraq"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Mexico,U.S. Consulate Monterrey works to Reforest Northern Mexico,"U.S. Consulate General Monterrey identified three major areas for greening in our Consulate Monterrey community and reached out to local environmental NGOs, Reforestacion Extrema and Pronatura Noreste, to achieve said initiatives. Over 1,000 trees were planted, the New Community Compound was renovated with native flora species, and a city-wide Green Race garnered over 10,000 attendees and considerable environmental donations for the planting of an additional 22,000 trees.",25.686614,-100.316113,"Monterrey, Mexico"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Vietnam,Saving Hanoiﾒs Lakes and Rivers for Earth Day,"Legends dating back to the 15th century demonstrate the cultural importance of Hanoi lakes. Yet, most of them are polluted. Embassy Hanoi partnered with local NGO the Center for Environmental and Sustainable Research (CECR) to clean up the cityﾒs largest lake, West Lake. Volunteers collected and disposed of trash around and in the lake as well as in the adjacent parks.",21.033333,105.85,"Hanoi, Vietnam"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,China,Consulate Guangzou's Green Endeavors,"Over 2012, U.S. Mission Guangzhou partnered with several NGOs, media outlets, and educational institutions to spread awareness about best practices for energy efficiency and environmental sustainability. A standout activity was the Consulateﾒs direct engagement with 6 local schools to facilitate creative thinking about green in their own communities.",23.129163,113.264435,"Guangzhou, China"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Pakistan,Mission Speaker Highlights Role of Community in Dealing Environmental Issues After Disasters,"To mark Earth Day 2011, Embassy Islamabad organized screening of a PBS documentary titled ""New Orleans: The Water Line"" at the Environmental Science department of Fatima Jinnah Women University. Officers from the embassy and university staff started the program by planting a tree together. The program highlighted the importance of environment preservation and role of community, government and non-governmental organizations in dealing with the environmental changes caused by natural disasters.",33.729388,73.093146,"Islamabad, Pakistan"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,Romania,Using Technology to Reduce Environmental Footprints in Romania,"Embassy Bucharest is a LEED Certified building that uses low-flow plumbing fixtures, recycled construction materials, and waterless urinals to reduce its environmental footprint.  The building uses a Dedicated Heat Recovery Chiller (DHRCﾙ) to cool the building, which is an American-made, ultra-high ef?ciency chiller that reclaims ﾓwaste heatﾔ discharged from electrical loads inside the building, and converts it into hot water to heat the Embassy. This reduces the amount of air conditioning required, and saves on the consumption of natural gas and electricity.",44.4325,26.103889,"Bucharest, Romania"
LEEDMissions-2014_Key,,Protecting Resources,Climate Change,United States,Establishing the Senior-Level Greening Council,"Chaired by the Under Secretary for Management (M), the Greening Council (GC) is the senior-level group responsible for overseeing and providing strategic direction and guidance on the implementation of environmental performance and sustainability initiatives at the Department of State. The Greening Council is comprised of Under Secretaries and Assistant Secretaries representing a diverse cross-section of the Departmentﾒs bureaus. The activities of the Greening Council include facilitating Department-wide sustainability policies, incorporating employee ideas, directing communications strategies, reviewing progress of ongoing greening efforts, and providing a forum for exchanging best environmental practices. The Council is a unique body within federal agencies and strives to make the Department a leading force for environmental stewardship.",38.907192,-77.036871,"Washington, D.C., United States"
PrecursorChemicalSouceCountries_2014_Key,,Securing Peace,Transnational Crime->Drug Control,Botswana,Building Anti-Corruption Capacity in Botswana Justice Systemtle,"Since International Law Enforcement Academies (ILEA) Gaborone opened in 2001, it has delivered four core programs annually and provided specialized courses for police and other criminal justice officials to boost their capacity to work with U.S. and regional counterparts. These courses concentrate on specific methods and techniques to combat a wide variety of illegal activities such as anti-corruption, financial crimes, border security, crime scene investigations, drug enforcement, firearms and explosives interdiction, wildlife trafficking investigation, and gender-based violence.  ILEA Gaborone provided training to approximately 780 students in 2013.",-24.658056,25.912222,"Gaborone, Botswana"
PrecursorChemicalSouceCountries_2014_Key,,Securing Peace,Transnational Crime->Drug Control,Thailand,Bangkok Focuses on Regional Legal Cooperation in Southeast Asia,"International Law Enforcement Academies (ILEA) Bangkok opened in 1999, and focuses on enhancing regional cooperation against transnational crime threats in Southeast Asia. Courses focus on combating illicit drug trafficking, terrorist financing and financial crimes, illicit wildlife trafficking and environmental crimes, and human trafficking. ILEA Bangkok provides one core program and also provides specialized courses on a variety of criminal justice topics each year. ILEA Bangkok trained approximately 1260 students in 2013.",13.727896,100.524123,"Bangkok, Thailand"
PrecursorChemicalSouceCountries_2014_Key,,Securing Peace,Transnational Crime->Drug Control,Hungary,Boosting Hungaryﾒs Abilities to Fight Transnational Crime,"International Law Enforcement Academies (ILEA) established its first program in Budapest in 1995. ILEA Budapest delivers four core programs annually and also offers specialized courses on regional threats such as organized crime, environmental and cyber-crime, terrorist financing and financial crimes, women in law enforcement, gender-based violence and many others. ILEA Budapest trained approximately 1225 students in 2013.",47.497912,19.040235,"Budapest, Hungary"
PrecursorChemicalSouceCountries_2014_Key,,Securing Peace,Transnational Crime->Drug Control,United States,International Law Enforcement Academy,"International Law Enforcement Academies (ILEA) Roswell opened in September 2001. ILEA Roswell provides the tools necessary to enable partner countries to formulate and execute effective and responsible criminal justice public policy. Unlike other ILEAs, ILEA Roswell draws its recruits from graduates of regional Academies in Budapest, Bangkok, Gaborone, and San Salvador. ILEA Roswell trained approximately 450 students in 2013",33.394266,-104.523024,"Roswell, New Mexico, United States"
